product_id,product,mail_class,fy,volume,revenue,attributable_cost,volume_variable_cost,product_specific_cost,rev_pc,attributable_cost_pc,cont_pc,cost_coverage,weight,weight_pc
8,Presort Letters,First Class,2012,39930761374.0,14474536578.942001,4949285263.852389,4937168155.154462,12117108.697928,0.362491,0.123947,0.238544,2.924571,2138305771.0,0.856805
9,Presort Cards,First Class,2012,2588140159.0,604601985.0,214785092.49267,214003913.366041,781179.126629,0.233605,0.082988,0.150617,2.814916,21129479.0,0.130623
10,Total Presort Letters and Cards,First Class,2012,42518901533.0,15079138563.942001,5164070356.345058,5151172068.520503,12898287.824556,0.354646,0.121454,0.233192,2.92001,2159435250.0,0.812602
14,Flats,First Class,2012,2049176329.0,2668414106.0,1791045241.841745,1790535950.994283,509290.847462,1.302189,0.874032,0.428157,1.489864,418597382.0,3.268415
19,Parcels,First Class,2012,293412825.0,648733155.0,659146901.26855,658758521.26855,388380.0,2.210991,2.246483,-0.035492,0.984201,91242983.0,4.975542
127,First Class NSAs Domestic,First Class,2012,209577255.0,78550807.842,27529877.76821,27529877.76821,,0.365775,0.128194,0.237581,2.853293,13170096.0,1.00546
101,Outbound Single Piece Mail International,First Class,2012,263547712.8,664957871.0,438547613.109632,438077005.566994,470607.542639,2.523102,1.664016,0.859086,1.516273,55327950.842731,3.358964
102,Inbound Single Piece Mail International,First Class,2012,201717507.535768,126655171.262168,192599268.796758,192239069.197528,360199.59923,0.627884,0.954797,-0.326913,0.65761,57282571.865,4.543588
262,Total First Class (incl International),Summary Other,2012,69449805910.33577,30307734632.26217,14846051609.424553,14799771343.610662,46280265.813888,0.436365,0.213751,0.222614,2.041468,3513061652.70773,0.809347
21,High Density and Saturation Letters,Marketing Mail,2012,5563558746.0,766911151.0,346973333.433967,344014252.894438,2959080.539529,0.137845,0.062365,0.07548,2.210288,233649637.0,0.671943
22,High Density and Saturation Flats and Parcels,Marketing Mail,2012,11770274971.0,1951068717.0,900140199.848806,893879962.913942,6260236.934864,0.165762,0.076476,0.089287,2.167516,2147581510.0,2.919329
23,Carrier Route,Marketing Mail,2012,9119946416.0,2244292672.0,1720604589.580407,1715753978.789303,4850610.791104,0.246086,0.188664,0.057422,1.304363,2002720546.0,3.513565
25,Letters,Marketing Mail,2012,46146862880.0,8976934639.109331,5045519558.887156,5020467127.349566,25052431.53759,0.19453,0.109336,0.085194,1.779189,2420629510.0,0.839279
26,Flats,Marketing Mail,2012,5939634513.0,2229587991.0,2761670370.961718,2758511267.483938,3159103.47778,0.375375,0.464956,-0.089582,0.807333,1495809033.0,4.029363
27,Parcels,Marketing Mail,2012,303558642.0,284858418.0,337852993.852559,337715099.852559,137894.0,0.938397,1.112974,-0.174578,0.843143,126286463.0,6.65632
139,Marketing Mail NSA Domestic,Marketing Mail,2012,952843728.0,197109650.890667,103884086.0,103884086.0,,0.206219,0.108685,0.097534,1.8974,42200330.0,0.708621
263,Total Marketing Mail (incl International),Summary Other,2012,79796679896.0,16712568454.0,11216645132.564611,11174225775.283747,42419357.280867,0.209432,0.14056,0.068872,1.489979,8468877028.999999,1.698091
31,In County,Periodicals,2012,631286455.0,66495595.0,95398328.462837,95350353.747404,47974.715432,0.105333,0.151117,-0.045784,0.697031,181788096.0,4.607432
32,Outside County,Periodicals,2012,6110064496.0,1656732110.0,2306203680.676942,2305739345.34526,464335.331683,0.271148,0.377443,-0.106295,0.718381,2353700254.0,6.163471
264,Total Periodicals (incl International),Summary Other,2012,6741350951.0,1731485915.0,2401602009.13978,2401089699.092664,512310.047115,0.256846,0.356249,-0.099404,0.720971,2535488350.0,6.017757
41,Single Piece Parcel Post,Package Services,2012,70970777.0,774045694.0,840358984.240918,840358984.240918,,10.906541,11.840916,-0.934375,0.921089,500018281.0,112.726573
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2012,1100908.0,20475203.33,11569930.161089,11569930.161089,,18.598469,10.509443,8.089026,1.769691,18953781.37,275.463982
42,Bound Printed Matter Flats,Package Services,2012,230521640.0,185789917.0,138301817.803669,138301817.803669,,0.805954,0.599952,0.206003,1.343366,341023662.0,23.669702
43,Bound Printed Matter Parcels,Package Services,2012,243307816.0,305491623.0,281152110.992446,281152110.992446,,1.255577,1.155541,0.100036,1.086571,673444154.0,44.285904
44,Media and Library Mail,Package Services,2012,100421982.0,320644600.0,376769966.176451,376769966.176451,,3.192972,3.751867,-0.558895,0.851035,242752200.0,38.677141
265,Total Package Services (incl International),Summary Other,2012,646323123.0,1609696132.33,1648152809.374573,1648152809.374573,,2.490544,2.550045,-0.059501,0.976667,1776192078.37,43.97038
136,International Negotiated Service Agreements,Other,2012,190249613.361398,127855361.66015,152768854.014945,152431601.156814,337252.858131,0.67204,0.802992,-0.130952,0.83692,35777947.248795,3.008927
85,US Postal Service Mail,Other,2012,440452245.0,,,,,,,,,144762729.0,5.258694
86,Free Mail,Other,2012,56951576.0,,39585523.457014,39585523.457014,,,0.695073,,,24919141.0,7.000794
51,Certified Mail,Special Services,2012,227054884.0,662806445.0,601868964.244549,601812814.244549,56150.0,2.919146,2.650764,0.268382,1.101247,,
52,COD,Special Services,2012,702552.0,5926666.0,3603916.384251,3603742.384251,174.0,8.435911,5.12975,3.30616,1.644507,,
54,Insurance,Special Services,2012,30115142.0,108509675.0,96968544.624817,96961097.624817,7447.0,3.60316,3.219927,0.383233,1.119019,,
55,Registered Mail,Special Services,2012,2415040.0,39477066.0,30226122.52186,30225525.52186,597.0,16.34634,12.515785,3.830555,1.306058,,
58,Other Domestic Ancillary Services,Special Services,2012,2017035241.0,696702653.0,547851663.990814,547352858.990814,498805.0,,,,,,
109,Total International Ancillary Services,Special Services,2012,0.0,30011741.0,22644478.700281,22644478.700281,,,,,,,
73,Money Orders,Special Services,2012,108841460.0,166260913.0,110473569.918629,107623943.798667,2849626.119962,1.527551,1.014995,0.512556,1.504984,,
266,Total Special Services (incl International),Summary Other,2012,2386164319.0,,,,,,,,,,
131,Priority Mail Express,Competitive,2012,39823055.0,801560870.0,467226544.466433,460598339.163306,6628205.303127,20.128061,11.732564,8.395497,1.715572,40971347.0,16.461358
141,First Class Package Service,Competitive,2012,411423642.0,875653893.0,766718621.11908,766718621.11908,,2.128351,1.863575,0.264776,1.14208,139396168.0,5.421027
132,Priority Mail,Competitive,2012,824201977.0,5939725958.999999,4545341193.131537,4494756904.999011,50584288.132527,7.206639,5.514839,1.6918,1.306772,1693667297.0,32.878684
255,Total Ground,Competitive,2012,984202117.0,1456216417.0,1105766568.24165,1105757144.90165,9423.34,1.479591,1.123516,0.356075,1.316929,1881748896.0,30.591259
256,Competitive International Mail,Competitive,2012,273351770.487086,1847237344.749169,1225131286.352641,1217353599.569041,7777686.7836,6.75773,4.481885,2.275844,1.507787,314369561.699953,18.400879
3,Single Piece Letters,First Class,2013,21448767244.000004,10126157722.0,5905238271.057503,5876844851.057504,28393420.0,0.472109,0.275318,0.196791,1.714775,665686472.0,0.496578
4,Single Piece Cards,First Class,2013,1049160543.0,350788341.0,291436107.46388,290047258.46388,1388849.0,0.334351,0.27778,0.056571,1.203654,6698630.0,0.102156
5,Total Single Piece Letters and Cards,First Class,2013,22497927787.000004,10476946063.0,6196674378.521383,6166892109.521383,29782269.0,0.465685,0.275433,0.190252,1.690737,672385102.0,0.478185
8,Presort Letters,First Class,2013,38724900764.0,14317473787.0,4604618460.499758,4595749932.600309,8868527.899449,0.369723,0.118906,0.250817,3.109372,2115052371.0,0.873878
9,Presort Cards,First Class,2013,2419290077.0,586936085.0,195387597.458631,194836584.381736,551013.076895,0.242607,0.080762,0.161844,3.003958,19750444.0,0.13062
10,Total Presort Letters and Cards,First Class,2013,41144190841.0,14904409872.0,4800006057.958388,4790586516.982044,9419540.976344,0.362248,0.116663,0.245585,3.105081,2134802815.0,0.830174
14,Flats,First Class,2013,1894431962.0,2513392697.0,1685662264.661134,1683840091.98727,1822172.673864,1.326726,0.889798,0.436928,1.491042,386489748.0,3.264216
19,Parcels,First Class,2013,247186732.0,578737212.0,583502869.059947,583468751.059947,34118.0,2.341296,2.360575,-0.01928,0.991833,77204462.0,4.997321
127,First Class NSAs Domestic,First Class,2013,213528996.0,77482321.0,22835851.0,22835851.0,,0.362866,0.106945,0.255921,3.393012,0.0,0.0
101,Outbound Single Piece Mail International,First Class,2013,231474950.8,457641235.0,321531666.03889,321047663.576563,484002.462327,1.977066,1.389056,0.58801,1.423316,30375576.659342,2.099619
102,Inbound Single Piece Mail International,First Class,2013,225756733.0,149500375.44,227964460.317484,227492414.36054,472045.956944,0.662219,1.009779,-0.34756,0.655806,64077668.8,4.54136
262,Total First Class (incl International),Summary Other,2013,66454498001.80001,29294263943.44,13838177547.557224,13796163398.487745,42014149.069478,0.440817,0.208235,0.232581,2.116916,3365335372.459342,0.810259
21,High Density and Saturation Letters,Marketing Mail,2013,5711634513.0,805189444.0,341410956.492288,339718521.219548,1692435.272739,0.140974,0.059775,0.081199,2.358417,252744038.0,0.708012
22,High Density and Saturation Flats and Parcels,Marketing Mail,2013,11337794242.0,1929849516.0,842701137.896248,839341594.292081,3359543.604167,0.170214,0.074327,0.095887,2.290076,2050963085.0,2.894338
23,Carrier Route,Marketing Mail,2013,9507627108.0,2372735289.0,1778661311.623616,1775844072.103169,2817239.520447,0.249561,0.187077,0.062484,1.334001,2026805573.0,3.410829
25,Letters,Marketing Mail,2013,46754273578.0,9261274934.0,4902887443.308143,4888726395.745325,14161047.562818,0.198084,0.104865,0.093219,1.888943,2456122706.0,0.840521
26,Flats,Marketing Mail,2013,5568019413.0,2134129107.0,2514245821.169998,2512595940.965666,1649880.204333,0.383283,0.451551,-0.068268,0.848815,1398221753.0,4.017865
27,Parcels,Marketing Mail,2013,71966232.0,70314632.0,109644696.73193,109629829.73193,14867.0,0.97705,1.523558,-0.546507,0.641295,22956141.0,5.103758
139,Marketing Mail NSA Domestic,Marketing Mail,2013,1036465402.0,217043939.0,93118798.0,93118798.0,,,,,,0.0,0.0
24,Every Door Direct Mail Retail,Marketing Mail,2013,974774141.0,138417928.0,38458075.127045,38256706.127045,201369.0,0.142,0.039453,0.102547,3.59919,123640020.0,2.029435
263,Total Marketing Mail (incl International),Summary Other,2013,80962554629.0,16985204553.0,10621128240.349264,10597231858.184765,23896382.164504,0.215303,0.134633,0.080671,1.59919,8331453316.000001,1.689744
31,In County,Periodicals,2013,603253982.0,65380442.0,86970060.366375,86915928.347301,54132.019074,0.10838,0.144168,-0.035789,0.751758,176249514.0,4.674635
32,Outside County,Periodicals,2013,5755719484.0,1586133105.0,2092052298.584866,2091535818.418652,516480.166214,0.275575,0.363474,-0.087899,0.758171,2246057693.0,6.243689
264,Total Periodicals (incl International),Summary Other,2013,6358973466.0,1658163879.0,2179022358.951242,2178451746.765953,570612.185288,0.26076,0.342669,-0.081909,0.760967,2422307207.0,6.094838
41,Single Piece Parcel Post,Package Services,2013,28675233.0,317642411.0,330644260.063782,330588539.313923,55720.749858,11.077239,11.530656,-0.453417,0.960677,196144681.0,109.443397
45,Alaska Bypass,Package Services,2013,879067.0,21481384.0,10303520.161208,10303520.161208,,24.436572,11.720973,12.715599,2.084859,59362783.0,1080.46887
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2013,828934.0,16520255.86,10756145.909557,10756145.909557,,19.929519,12.975877,6.953642,1.53589,13993764.38,270.106221
42,Bound Printed Matter Flats,Package Services,2013,229611081.0,184768142.0,130417996.619865,129971824.077549,446172.542317,0.8047,0.567995,0.236705,1.416738,350762135.0,24.442175
43,Bound Printed Matter Parcels,Package Services,2013,216386455.0,274587548.0,263130090.778943,262709615.88579,420474.893153,1.268968,1.216019,0.052949,1.043543,568755952.0,42.054828
44,Media and Library Mail,Package Services,2013,94523857.0,316437448.0,372401924.088778,372218248.503943,183675.584835,3.347699,3.939766,-0.592067,0.84972,229399165.0,38.830267
265,Total Package Services (incl International),Summary Other,2013,570904627.0,1134330932.86,1117653937.622133,1116547893.85197,1106043.770163,1.986901,1.957689,0.029212,1.014921,1418418480.38,39.752166
136,International Negotiated Service Agreements,Other,2013,162218633.981687,133154006.24,148011475.061254,147672535.722984,338939.338269,0.820831,0.91242,-0.091589,0.899619,37522925.335201,3.700973
85,US Postal Service Mail,Other,2013,630936792.0,,,,,,,,,150147266.0,3.807602
86,Free Mail,Other,2013,54577309.0,,38462434.991521,38462434.991521,,,0.704733,-0.704733,,23037844.0,6.753823
51,Certified Mail,Special Services,2013,233944694.0,714989489.0,535194078.395355,534918170.395355,275908.0,3.056233,2.287695,0.768538,1.335944,,
52,COD,Special Services,2013,486412.0,4431648.0,3700909.197552,3700335.197552,574.0,9.110894,7.608589,1.502304,1.197448,,
54,Insurance,Special Services,2013,28079600.0,108436587.0,75780379.8689,75747263.8689,33116.0,3.861757,2.69877,1.162987,1.430932,,
55,Registered Mail,Special Services,2013,2238483.0,35464857.0,27982154.171716,27979514.171716,2640.0,15.843255,12.500499,3.342756,1.26741,,
58,Other Domestic Ancillary Services,Special Services,2013,2545871816.0,514790310.0,242626345.018805,239623812.018805,3002533.0,,,,,,
109,Total International Ancillary Services,Special Services,2013,23942720.0,36082644.0,18374567.449063,18374567.449063,,1.50704,0.767439,0.739602,1.963728,,
73,Money Orders,Special Services,2013,102506936.0,156128020.0,103265927.050964,101088707.822264,2177219.2287,1.523097,1.007404,0.515693,1.511903,,
266,Total Special Services (incl International),Summary Other,2013,2937070661.0,,,,,,,,,,
131,Priority Mail Express,Competitive,2013,39116172.0,794089592.0,419666810.30838,404271412.274699,15395398.033681,20.3008,10.728729,9.5721,1.892191,38233143.0,15.638808
141,First Class Package Service,Competitive,2013,544333961.0,1191738939.0,1001675488.066315,1000617756.591898,1057731.474417,2.189353,1.840186,0.3492,1.189746,185475775.0,5.451823
132,Priority Mail,Competitive,2013,871365662.0,6374319878.0,4861058192.436362,4798459038.449259,62599153.987103,7.315321,5.578666,1.7367,1.311303,1815870114.0,33.342973
255,Total Ground,Competitive,2013,1370835509.0,2469350800.0,1984613020.476622,1984564066.141202,48954.33542,1.801347,1.44774,0.353608,1.244248,2411601470.0,28.147523
256,Competitive International Mail,Competitive,2013,282130596.240976,2222880975.58,1271027505.952862,1261980553.869214,9046952.083649,,,,,319416852.590309,18.114553
3,Single Piece Letters,First Class,2014,20599373684.0,10128810167.0,5710345074.850546,5682232931.850545,28112143.0,0.491705,0.27721,0.214495,1.773765,631655739.0,0.490621
4,Single Piece Cards,First Class,2014,924941354.0,319122563.0,266490918.650544,265228643.650544,1262275.0,0.345019,0.288117,0.056903,1.197499,5910896.0,0.102249
5,Total Single Piece Letters and Cards,First Class,2014,21524315038.0,10447932730.0,5976835993.50109,5947461575.50109,29374418.0,0.485401,0.277678,0.207723,1.748071,637566635.0,0.473932
8,Presort Letters,First Class,2014,37995002961.0,14630289951.0,4560033697.303078,4553467281.141968,6566416.161111,0.385058,0.120017,0.265042,3.208373,2143083168.0,0.902469
9,Presort Cards,First Class,2014,2198318071.0,558756688.0,184189492.970972,183810599.930193,378893.040779,0.254175,0.083787,0.170388,3.033597,17946389.0,0.130619
10,Total Presort Letters and Cards,First Class,2014,40193321032.00001,15189046639.0,4744223190.27405,4737277881.07216,6945309.20189,0.3779,0.118035,0.259865,3.201588,2161029557.0,0.860254
14,Flats,First Class,2014,1782673495.0,2491587140.0,1566096880.497647,1564377880.520661,1718999.976986,1.397669,0.87851,0.519159,1.590953,366375725.0,3.288326
19,Parcels,First Class,2014,233115343.0,590870737.0,542758945.717967,542738266.717967,20679.0,2.534671,2.328285,0.206386,1.088643,71315962.0,4.89481
127,First Class NSAs Domestic,First Class,2014,103014231.0,39074270.0,12638178.0,12638178.0,,0.379309,0.122684,0.256626,3.091764,0.0,0.0
101,Outbound Single Piece Mail International,First Class,2014,215536037.8,307870658.0,188415124.176851,188009125.546131,405998.630719,1.428395,0.87417,0.554225,1.634002,13239451.371235,0.982811
102,Inbound Single Piece Mail International,First Class,2014,242237939.333333,174508111.775556,249311485.820638,248855189.636104,456296.184534,0.7204,1.029201,-0.308801,0.69996,70665730.144444,4.667525
262,Total First Class (incl International),Summary Other,2014,64294213116.13334,29408144873.775555,13280279797.988241,13241358096.994116,38921700.994128,0.4574,0.206555,0.250845,2.214422,3320193060.51568,0.82625
21,High Density and Saturation Letters,Marketing Mail,2014,5970133065.0,879736988.0,369705850.324582,368931080.426123,774769.898459,0.147356,0.061926,0.08543,2.379559,248105202.0,0.664924
22,High Density and Saturation Flats and Parcels,Marketing Mail,2014,11278633131.0,2005555660.0,881091238.273286,879625859.836658,1465378.436628,0.177819,0.07812,0.099699,2.276218,2040307539.0,2.894404
23,Carrier Route,Marketing Mail,2014,8980116183.0,2364039795.0,1685677065.25423,1684505770.049416,1171295.204813,0.263253,0.187712,0.075541,1.402427,1961126385.0,3.494167
25,Letters,Marketing Mail,2014,47571876132.0,9817517794.0,4895394971.884534,4889156497.876802,6238474.007732,0.206358,0.102905,0.103453,2.005324,2446219417.0,0.822745
26,Flats,Marketing Mail,2014,5054394637.0,2037354494.0,2497007981.003392,2496351042.611316,656938.392076,0.403086,0.494027,-0.090941,0.815918,1292884601.0,4.092706
27,Parcels,Marketing Mail,2014,65845949.0,67966582.0,102539182.074837,102536145.074837,3037.0,1.032206,1.557259,-0.525053,0.662835,23062029.0,5.603875
139,Marketing Mail NSA Domestic,Marketing Mail,2014,566250828.0,118414055.0,63297686.86336,63297686.86336,,0.210296,0.111784,0.098513,1.881277,0.0,0.0
24,Every Door Direct Mail Retail,Marketing Mail,2014,890148175.0,148999953.0,39302067.833367,39261007.833367,41060.0,0.167388,0.044152,0.123236,3.791148,112906092.0,2.029435
263,Total Marketing Mail (incl International),Summary Other,2014,80377398100.0,17496670695.999996,10534016043.51159,10523665090.571882,10350952.939708,0.217681,0.131057,0.086625,1.660969,8124611265.0,1.617293
31,In County,Periodicals,2014,586130341.0,66606500.0,85689360.474243,85640332.608491,49027.865752,0.113638,0.146195,-0.032557,0.777302,171805358.0,4.689888
32,Outside County,Periodicals,2014,5458584188.0,1552222569.0,2048482976.909202,2048026384.383537,456592.525665,0.284364,0.375277,-0.090914,0.757742,2103171584.0,6.164739
264,Total Periodicals (incl International),Summary Other,2014,6044714529.0,1625340235.0,2134172337.383445,2133666716.992028,505620.391417,0.268886,0.353064,-0.084178,0.761579,2274976942.0,6.021729
45,Alaska Bypass,Package Services,2014,1289894.0,33106814.0,16379640.553192,16379640.553192,,25.666306,12.698439,12.967867,2.021217,87001507.0,1079.177135
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2014,905725.0,18075623.64,12860419.454614,12860419.454614,,19.957077,14.199033,5.758044,1.405524,14128420.17,249.584281
42,Bound Printed Matter Flats,Package Services,2014,249745014.0,201907028.0,134279322.487945,133953535.856896,325786.631048,0.808453,0.537666,0.270787,1.503635,392470549.0,25.14376
43,Bound Printed Matter Parcels,Package Services,2014,211976699.0,272314097.0,251150844.869267,250874326.137133,276518.732134,1.284642,1.184804,0.099838,1.084265,523593756.0,39.520854
44,Media and Library Mail,Package Services,2014,86304499.0,307788493.0,328095459.813695,327982877.578225,112582.23547,3.566309,3.801603,-0.235294,0.938107,210208731.0,38.970618
265,Total Package Services (incl International),Summary Other,2014,550221831.0,835864104.64,742765687.178712,742050799.580061,714887.598652,1.51914,1.349939,0.169202,1.12534,1227402963.17,35.691872
136,International Negotiated Service Agreements,Other,2014,158534754.64713,164245432.054444,143060955.479325,142710799.536078,350155.943247,1.036022,0.902395,0.133627,1.14808,48448057.665987,4.889584
85,US Postal Service Mail,Other,2014,454257974.0,,,,,,,,,113679215.0,4.004041
86,Free Mail,Other,2014,47386127.0,,39504376.669318,39504376.669318,,,0.83367,-0.83367,,21481626.0,7.253305
51,Certified Mail,Special Services,2014,212518553.0,687317197.0,542238346.742066,542229843.742066,8503.0,3.234152,2.551487,0.682664,1.267555,,
52,COD,Special Services,2014,363771.0,3597863.0,2673242.130503,2673227.130503,15.0,9.890461,7.348695,2.541766,1.34588,,
54,Insurance,Special Services,2014,19632879.0,91612631.0,63451492.182387,63450707.182387,785.0,4.666286,3.2319,1.434387,1.443822,,
55,Registered Mail,Special Services,2014,2185660.0,34933311.0,28625098.529246,28625011.529246,87.0,15.982958,13.096776,2.886182,1.220373,,
58,Other Domestic Ancillary Services,Special Services,2014,3114870915.0,525229762.0,259634880.109787,259510257.109787,124623.0,,,,,,
109,Total International Ancillary Services,Special Services,2014,26720721.0,41099345.0,12773876.777497,12773876.777497,,1.538108,0.478051,1.060056,3.217453,,
73,Money Orders,Special Services,2014,96962545.0,165260986.0,99651163.184881,97275910.233287,2375252.951594,1.70438,1.027728,0.676651,1.658395,,
266,Total Special Services (incl International),Summary Other,2014,3473255044.0,2060093636.0,1331240903.080078,1324522244.67118,6870500.188898,,,,,,
131,Priority Mail Express,Competitive,2014,36230538.0,759843414.0,365505465.104074,360666164.785464,4839300.318609,20.972457,10.088326,10.8841,2.078884,37073345.0,16.372197
141,First Class Package Service,Competitive,2014,634615250.0,1461841635.0,1154758493.771571,1153930652.762864,827841.008707,2.303509,1.81962,0.4839,1.265928,219823762.0,5.542225
132,Priority Mail,Competitive,2014,920083158.0,6883897939.0,5234390060.630555,5131947907.530556,102442153.1,7.481821,5.68904,1.7928,1.315129,1989049145.0,34.589033
255,Total Ground,Competitive,2014,1575595774.0,3160337051.0,2472028588.099898,2471981596.157256,46991.942641,2.005804,1.568948,0.436856,1.278439,2987926661.0,30.342063
256,Competitive International Mail,Competitive,2014,281480419.13336,2318979294.4,1384701123.193044,1373866497.444744,10834625.748299,8.208541,4.904907,3.303634,1.673536,313275837.017546,17.807325
3,Single Piece Letters,First Class,2015,19737174057.0,9958137528.000002,5304197477.609786,5282791465.609786,21406012.0,0.504537,0.268741,0.235796,1.877407,602259114.0,0.488223
4,Single Piece Cards,First Class,2015,838953685.0,296549208.0,210257519.039794,209347630.039794,909889.0,0.353475,0.250619,0.102856,1.41041,5358105.0,0.102186
5,Total Single Piece Letters and Cards,First Class,2015,20576127742.0,10254686736.000002,5514454996.649581,5492139095.649581,22315901.0,0.498378,0.268003,0.230375,1.859601,607617219.0,0.472483
8,Presort Letters,First Class,2015,38004706624.0,14981115192.0,4702972048.534784,4697009671.681528,5962376.853257,0.394191,0.123747,0.270444,3.185457,2193023839.0,0.923264
9,Presort Cards,First Class,2015,2169536984.0,569485641.0,173391030.564507,173050662.16817,340368.396336,0.262492,0.079921,0.182571,3.284401,17714730.0,0.130643
10,Total Presort Letters and Cards,First Class,2015,40174243608.0,15550600832.999998,4876363079.099291,4870060333.849698,6302745.249593,0.387079,0.12138,0.265699,3.188975,2210738569.0,0.88046
14,Flats,First Class,2015,1668897454.0,2357692767.0,1559381466.859818,1558138716.273474,1242750.586345,1.412725,0.934378,0.478347,1.511941,339480480.0,3.254656
19,Parcels,First Class,2015,200099524.0,544684491.0,486325799.088019,486311116.088019,14683.0,2.722068,2.43042,0.291648,1.119999,61725308.0,4.935569
127,First Class NSAs Domestic,First Class,2015,0.0,,,,,,,,,0.0,0.0
101,Outbound Single Piece Mail International,First Class,2015,212184025.8,314797229.0,169418008.51566,169025083.248868,392925.266792,1.483605,0.798448,0.685156,1.85811,13260443.52386,0.99992
102,Inbound Single Piece Mail International,First Class,2015,318284529.0,250676824.7,348601250.158696,348011846.536056,589403.622641,0.787587,1.09525,-0.307663,0.719093,99609846.24,5.007336
262,Total First Class (incl International),Summary Other,2015,63149836882.79999,29420792483.7,12954544600.371065,12923686191.645697,30858408.72537,0.465889,0.20514,0.260749,2.271079,3332431865.76386,0.844324
21,High Density and Saturation Letters,Marketing Mail,2015,6478281135.0,991348982.0,453729563.180702,452925732.797842,803830.382859,0.153027,0.070039,0.082988,2.18489,263617628.0,0.65108
22,High Density and Saturation Flats and Parcels,Marketing Mail,2015,11232312962.0,2037022233.0,1175671948.719437,1174272726.015091,1399222.704346,0.181354,0.104669,0.076685,1.732645,2032941946.0,2.895848
23,Carrier Route,Marketing Mail,2015,8291047830.0,2236805028.0,1706626311.53824,1705576408.867746,1049902.670495,0.269786,0.20584,0.063946,1.310659,1828308508.0,3.528256
25,Letters,Marketing Mail,2015,47720675229.0,10022981687.000002,4930232639.532142,4924311419.951002,5921219.58114,0.210034,0.103314,0.10672,2.032963,2397006951.0,0.803679
26,Flats,Marketing Mail,2015,5248504828.000001,2106185410.0,2627914610.925719,2627261923.152096,652687.773624,0.401292,0.500698,-0.099405,0.801466,1347178278.0,4.106856
27,Parcels,Marketing Mail,2015,60420263.0,65093448.0,89402482.923023,89400031.923023,2451.0,1.077345,1.479677,-0.402332,0.728094,22646390.0,5.997032
139,Marketing Mail NSA Domestic,Marketing Mail,2015,226464345.0,53391496.0,45718770.0,45718770.0,,0.235761,0.201881,0.033881,1.167824,0.0,0.0
24,Every Door Direct Mail Retail,Marketing Mail,2015,832565997.0,148385386.0,51542191.201004,51508412.201004,33779.0,0.178227,0.061908,0.116319,2.878911,105602388.0,2.029435
263,Total Marketing Mail (incl International),Summary Other,2015,80090272588.99998,17711220094.0,11080838518.020266,11070975424.907804,9863093.112464,0.221141,0.138354,0.082786,1.598365,7997302089.0,1.597658
31,In County,Periodicals,2015,570817290.0,66014812.0,88626923.767447,88579255.509421,47668.258027,0.11565,0.155263,-0.039614,0.744862,163940689.0,4.595255
32,Outside County,Periodicals,2015,5267357638.0,1515353664.0,2012450279.277902,2012010408.64433,439870.633572,0.287688,0.382061,-0.094373,0.752989,2003821270.0,6.08676
264,Total Periodicals (incl International),Summary Other,2015,5838174928.0,1589220319.0,2101077203.04535,2100589664.153751,487538.891599,0.272212,0.359886,-0.087674,0.756384,2167761959.0,5.94093
45,Alaska Bypass,Package Services,2015,1282023.0,33761808.0,19147372.462583,19147372.462583,,26.334791,14.93528,11.399511,1.763261,86473769.0,1079.216445
42,Bound Printed Matter Flats,Package Services,2015,260492159.0,212355572.0,151082172.341589,151011884.649566,70287.692024,0.815209,0.579987,0.235222,1.405563,411427541.0,25.270782
43,Bound Printed Matter Parcels,Package Services,2015,227911450.0,283462427.0,238769508.242766,238708011.68998,61496.552786,1.243739,1.047642,0.196098,1.18718,553967264.0,38.89
44,Media and Library Mail,Package Services,2015,74890440.0,273736146.0,359082638.536759,359062431.110162,20207.426598,3.655155,4.794773,-1.139618,0.762321,183322727.0,39.166062
265,Total Package Services (incl International),Summary Other,2015,564576072.0,806076824.0,768081691.583698,767929699.91229,151991.671407,1.427756,1.360457,0.067299,1.049468,1235191301.0,35.005134
136,International Negotiated Service Agreements,Other,2015,155407543.0,176641631.3,153582808.702802,153241508.899584,341299.803217,1.136635,0.988258,0.148376,1.150139,56564851.99,5.82364
85,US Postal Service Mail,Other,2015,354627684.0,,,,,,,,,112725503.0,5.08592
86,Free Mail,Other,2015,45134575.0,,41293508.750507,41293508.750507,,,0.914897,-0.914897,,18315492.0,6.492758
51,Certified Mail,Special Services,2015,196722941.0,659186199.0,485361326.227458,485361234.227458,92.0,3.350835,2.467233,0.883602,1.358135,,
52,COD,Special Services,2015,319455.0,3115822.0,3026231.085729,3026231.085729,,9.753555,9.473106,0.280449,1.029605,,
54,Insurance,Special Services,2015,22748342.0,89115582.0,50264928.430961,50264917.430961,11.0,3.917454,2.209608,1.707846,1.772918,,
55,Registered Mail,Special Services,2015,2446383.0,37892098.0,27146078.273199,27146077.273199,1.0,15.489029,11.096414,4.392615,1.395859,,
58,Other Domestic Ancillary Services,Special Services,2015,3737824602.0,492828703.0,222432910.031871,222431166.031871,1744.0,,,,,,
109,Total International Ancillary Services,Special Services,2015,30724465.0,43411060.0,13696507.796297,13696507.796297,,1.412915,0.445785,0.96713,3.169498,,
73,Money Orders,Special Services,2015,92776494.0,160745131.0,105107919.851376,102503679.563986,2604240.28739,1.732606,1.132915,0.599691,1.529334,,
