product_id,product,mail_class,fy,volume,revenue,attributable_cost,volume_variable_cost,product_specific_cost,rev_pc,attributable_cost_pc,cont_pc,cost_coverage,weight,weight_pc,contribution
42,Bound Printed Matter Flats,Package Services,2011,251831376.0,204173748.0,125416932.0,125416932.0,,0.8107558,0.49801949,0.31273631,1.62795999,368727880.0,1.46418562,78756815.726077
43,Bound Printed Matter Parcels,Package Services,2011,245281592.0,309680652.0,314561644.0,314561644.0,,1.26255154,1.28245109,-0.01989954,0.98448319,668230798.0,2.72434141,-4880992.07589501
44,Media and Library Mail,Package Services,2011,107828747.0,331951003.0,431067651.0,431067651.0,,3.0785019,3.99770621,-0.9192043,0.77006707,259637906.0,2.40787279,-99116648.35910398
265,Total Package Services (incl International),Summary Other,2011,676176839.0,1600270188.0,1702890496.0,1702890496.0,,2.36664449,2.51840997,-0.15176549,0.93973758,1802236906.335242,2.66533369,-102620307.97246099
136,International Negotiated Service Agreements,Other,2011,133555317.0,80772213.0,77334877.0,77089882.0,244995.0,0.6047847,0.57904753,0.02573717,1.04444742,22250464.341707,0.16660111,3437335.930024
85,US Postal Service Mail,Other,2011,434596473.0,,,,,,,,,149446097.0,0.34387324,
86,Free Mail,Other,2011,61853966.0,,51110513.0,51110513.0,,,0.8263094,,,30123155.0,0.48700442,
51,Certified Mail,Special Services,2011,251222212.0,708755088.0,599327569.0,599316682.0,10887.0,2.8212278,2.38564721,0.43558059,1.18258382,,,109427518.89036596
52,COD,Special Services,2011,819400.0,6677514.0,4373217.0,4373181.0,36.0,8.14927264,5.33709677,2.81217587,1.52691116,,,2304296.90904
54,Insurance,Special Services,2011,34573190.0,116651990.0,103411365.0,103409867.0,1498.0,3.37405921,2.99108544,0.38297376,1.12803839,,,13240624.645454
55,Registered Mail,Special Services,2011,2687960.0,45236486.0,42809327.0,42809211.0,116.0,16.82930029,15.92632579,0.9029745,1.05669698,,,2427159.331085
58,Other Domestic Ancillary Services,Special Services,2011,1698367845.0,771745803.0,579484663.0,579411060.0,73603.0,0.45440439,0.34120092,0.11320347,1.33177951,,,192261139.60577703
109,Total International Ancillary Services,Special Services,2011,2547795.0,33123924.0,38810880.0,38810880.0,,13.00101617,15.23312529,-2.23210911,0.85347005,,,-5686956.44046
73,Money Orders,Special Services,2011,115510031.0,172696294.0,123438493.0,120220752.0,3217741.0,1.49507616,1.06863873,0.42643744,1.39904734,,,49257801.477551
266,Total Special Services (incl International),Summary Other,2011,2105728433.0,,,,,,,,,,,
131,Priority Mail Express,Competitive,2011,40491995.0,799500058.0,479432267.0,473645003.0,5787264.0,19.74464479,11.84017402,7.90447076,1.66759752,38658563.0,0.95472112,320067790.669446
132,Priority Mail,Competitive,2011,790633182.0,5638962796.0,4469853934.0,4361806811.0,108047123.0,7.13221115,5.65351169,1.47869946,1.26155415,1693627443.0,2.14211531,1169108862.406063
255,Total Ground,Competitive,2011,380834000.0,718401893.0,516545208.0,516432434.0,112774.0,1.88639117,1.35635266,0.53003851,1.39078222,1415974000.0,3.71808715,201856684.94669905
256,Competitive International Mail,Competitive,2011,276840368.0,1693406604.0,1112440738.0,1106098281.0,6342457.0,6.11690636,4.01834728,2.09855908,1.52224433,289151018.856119,1.04446841,580965866.048315
3,Single Piece Letters,First Class,2012,22755167380.0,10533810338.0,6276049369.0,6245929076.0,30120293.0,0.46291948,0.27580766,0.18711183,1.67841419,710601305.0,0.03122813,4257760969.116193
4,Single Piece Cards,First Class,2012,1158305368.0,367781344.0,297062981.0,295529774.0,1533207.0,0.31751674,0.25646344,0.0610533,1.23805848,7404114.0,0.0063922,70718362.80521
5,Total Single Piece Letters and Cards,First Class,2012,23913472748.0,10901591682.0,6573112350.0,6541458850.0,31653500.0,0.45587656,0.27487067,0.18100589,1.65851291,718005419.0,0.03002514,4328479331.921403
8,Presort Letters,First Class,2012,39930761374.0,14474536579.0,4949285264.0,4937168155.0,12117109.0,0.36249087,0.12394668,0.23854419,2.92457109,2138305771.0,0.05355034,9525251315.089611
9,Presort Cards,First Class,2012,2588140159.0,604601985.0,214785092.0,214003913.0,781179.0,0.23360481,0.0829882,0.15061661,2.81491596,21129479.0,0.00816396,389816892.50733
10,Total Presort Letters and Cards,First Class,2012,42518901533.0,15079138564.0,5164070356.0,5151172069.0,12898288.0,0.35464553,0.12145352,0.23319201,2.92001029,2159435250.0,0.05078765,9915068207.596941
14,Flats,First Class,2012,2049176329.0,2668414106.0,1791045242.0,1790535951.0,509291.0,1.30218862,0.87403178,0.42815684,1.48986416,418597382.0,0.20427592,877368864.158255
19,Parcels,First Class,2012,293412825.0,648733155.0,659146901.0,658758521.0,388380.0,2.21099114,2.24648292,-0.03549179,0.98420118,91242983.0,0.31097135,-10413746.26855004
127,First Class NSAs Domestic,First Class,2012,209577255.0,78550808.0,27529878.0,27529878.0,,0.37480598,0.13135909,0.24344689,2.85329301,13170096.0,0.06284125,51020930.07378999
101,Outbound Single Piece Mail International,First Class,2012,263547713.0,664957871.0,438547613.0,438077006.0,470608.0,2.52310242,1.66401601,0.85908641,1.51627292,55327950.842731,0.20993523,226410257.890368
102,Inbound Single Piece Mail International,First Class,2012,201717508.0,126655171.0,192599269.0,192239069.0,360200.0,0.62788388,0.95479699,-0.32691311,0.65760982,57282571.865,0.28397422,-65944097.53458999
262,Total First Class (incl International),Summary Other,2012,69449805910.0,30307734632.0,14846051609.0,14799771344.0,46280266.0,0.43639769,0.21376664,0.22263105,2.04146769,3513061652.70773,0.05058418,15461683022.837616
21,High Density and Saturation Letters,Marketing Mail,2012,5563558746.0,766911151.0,346973333.0,344014253.0,2959081.0,0.13784543,0.06236536,0.07548007,2.21028845,233649637.0,0.04199644,419937817.56603307
22,High Density and Saturation Flats and Parcels,Marketing Mail,2012,11770274971.0,1951068717.0,900140200.0,893879963.0,6260237.0,0.16576237,0.07647572,0.08928666,2.16751648,2147581510.0,0.18245806,1050928517.151194
23,Carrier Route,Marketing Mail,2012,9119946416.0,2244292672.0,1720604590.0,1715753979.0,4850611.0,0.24608617,0.18866389,0.05742228,1.30436283,2002720546.0,0.21959784,523688082.4195931
25,Letters,Marketing Mail,2012,46146862880.0,8976934639.0,5045519559.0,5020467127.0,25052432.0,0.19452968,0.10933613,0.08519355,1.77918934,2420629510.0,0.05245491,3931415080.2221756
26,Flats,Marketing Mail,2012,5939634513.0,2229587991.0,2761670371.0,2758511267.0,3159103.0,0.37537461,0.46495628,-0.08958167,0.80733313,1495809033.0,0.2518352,-532082379.9617181
27,Parcels,Marketing Mail,2012,303558642.0,284858418.0,337852994.0,337715100.0,137894.0,0.93839667,1.11297439,-0.17457772,0.84314309,126286463.0,0.41601999,-52994575.85255897
139,Marketing Mail NSA Domestic,Marketing Mail,2012,952843728.0,197109651.0,103884086.0,103884086.0,,0.20686461,0.10902531,0.0978393,1.89739987,42200330.0,0.04428883,93225564.890667
263,Total Marketing Mail (incl International),Summary Other,2012,79796679896.0,16712568454.0,11216645133.0,11174225775.0,42419357.0,0.2094394,0.14056531,0.06887409,1.48997925,8468877028.999999,0.10613069,5495923321.435389
31,In County,Periodicals,2012,631286455.0,66495595.0,95398328.0,95350354.0,47975.0,0.10533347,0.15111734,-0.04578386,0.69703103,181788096.0,0.28796451,-28902733.462837
32,Outside County,Periodicals,2012,6110064496.0,1656732110.0,2306203681.0,2305739345.0,464335.0,0.27114806,0.37744343,-0.10629537,0.71838065,2353700254.0,0.38521692,-649471570.6769419
264,Total Periodicals (incl International),Summary Other,2012,6741350951.0,1731485915.0,2401602009.0,2401089699.0,512310.0,0.25684554,0.35624937,-0.09940383,0.72097121,2535488350.0,0.37610983,-670116094.13978
41,Single Piece Parcel Post,Package Services,2012,70970777.0,774045694.0,840358984.0,840358984.0,,10.90654107,11.84091565,-0.93437458,0.92108933,500018281.0,7.04541083,-66313290.24091804
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2012,1100908.0,20475203.0,11569930.0,11569930.0,,18.59846902,10.50944326,8.08902576,1.76969118,18953781.37,17.2164989,8905273.168911
42,Bound Printed Matter Flats,Package Services,2012,230521640.0,185789917.0,138301818.0,138301818.0,,0.80595434,0.59995156,0.20600278,1.34336569,341023662.0,1.47935639,47488099.19633099
43,Bound Printed Matter Parcels,Package Services,2012,243307816.0,305491623.0,281152111.0,281152111.0,,1.25557669,1.15554081,0.10003588,1.08657062,673444154.0,2.76786897,24339512.007554
44,Media and Library Mail,Package Services,2012,100421982.0,320644600.0,376769966.0,376769966.0,,3.19297223,3.75186746,-0.55889522,0.85103546,242752200.0,2.41732134,-56125366.17645103
265,Total Package Services (incl International),Summary Other,2012,646323123.0,1609696132.0,1648152809.0,1648152809.0,,2.49054393,2.55004463,-0.0595007,0.9766668,1776192078.37,2.74814874,-38456677.04457307
136,International Negotiated Service Agreements,Other,2012,190249613.0,127855362.0,152768854.0,152431601.0,337253.0,0.67204006,0.80299167,-0.13095161,0.83692034,35777947.248795,0.18805792,-24913492.354795
85,US Postal Service Mail,Other,2012,440452245.0,,,,,,,,,144762729.0,0.32866839,
86,Free Mail,Other,2012,56951576.0,,39585523.0,39585523.0,,,0.69507336,,,24919141.0,0.43754963,
51,Certified Mail,Special Services,2012,227054884.0,662806445.0,601868964.0,601812814.0,56150.0,2.91914639,2.65076423,0.26838216,1.10124709,,,60937480.75545096
52,COD,Special Services,2012,702552.0,5926666.0,3603916.0,3603742.0,174.0,8.43591079,5.12975037,3.30616042,1.64450708,,,2322749.615749
54,Insurance,Special Services,2012,30115142.0,108509675.0,96968545.0,96961098.0,7447.0,3.60316,3.21992653,0.38323347,1.11901932,,,11541130.375183
55,Registered Mail,Special Services,2012,2415040.0,39477066.0,30226123.0,30225526.0,597.0,16.34634043,12.51578546,3.83055497,1.3060579,,,9250943.47814
58,Other Domestic Ancillary Services,Special Services,2012,2017035241.0,696702653.0,547851664.0,547352859.0,498805.0,0.34540926,0.27161234,0.07379692,1.27169944,,,148850989.00918603
109,Total International Ancillary Services,Special Services,2012,0.0,30011741.0,22644479.0,22644479.0,,,,,1.32534475,,,7367262.299719
73,Money Orders,Special Services,2012,108841460.0,166260913.0,110473570.0,107623944.0,2849626.0,1.52755129,1.0149953,0.512556,1.50498362,,,55787343.08137099
266,Total Special Services (incl International),Summary Other,2012,2386164319.0,,,,,,,,,,,
131,Priority Mail Express,Competitive,2012,39823055.0,801560870.0,467226544.0,460598339.0,6628205.0,20.12806074,11.73256408,8.39549667,1.7155722,40971347.0,1.02883485,334334325.533567
141,First Class Package Service,Competitive,2012,411423642.0,875653893.0,766718621.0,766718621.0,,2.12835093,1.86357453,0.2647764,1.14207986,139396168.0,0.33881419,108935271.88092007
132,Priority Mail,Competitive,2012,824201977.0,5939725959.0,4545341193.0,4494756905.0,50584288.0,7.20663882,5.51483898,1.69179983,1.3067723,1693667297.0,2.05491778,1394384765.8684616
255,Total Ground,Competitive,2012,984202117.0,1456216417.0,1105766568.0,1105757145.0,9423.0,1.47959082,1.12351574,0.35607508,1.31692932,1881748896.0,1.91195372,350449848.7583499
256,Competitive International Mail,Competitive,2012,273351770.0,1847237345.0,1225131286.0,1217353600.0,7777687.0,6.75772958,4.48188532,2.27584426,1.50778726,314369561.699953,1.15005497,622106058.396528
3,Single Piece Letters,First Class,2013,21448767244.0,10126157722.0,5905238271.0,5876844851.0,28393420.0,0.47210908,0.27531831,0.19679077,1.71477547,665686472.0,0.03103612,4220919450.9424973
4,Single Piece Cards,First Class,2013,1049160543.0,350788341.0,291436107.0,290047258.0,1388849.0,0.33435144,0.27778028,0.05657116,1.20365436,6698630.0,0.00638475,59352233.53612
5,Total Single Piece Letters and Cards,First Class,2013,22497927787.0,10476946063.0,6196674379.0,6166892110.0,29782269.0,0.46568494,0.27543312,0.19025182,1.69073691,672385102.0,0.02988653,4280271684.478617
8,Presort Letters,First Class,2013,38724900764.0,14317473787.0,4604618460.0,4595749933.0,8868528.0,0.36972267,0.11890588,0.25081679,3.10937245,2115052371.0,0.05461737,9712855326.500242
9,Presort Cards,First Class,2013,2419290077.0,586936085.0,195387597.0,194836584.0,551013.0,0.24260674,0.08076237,0.16184437,3.00395774,19750444.0,0.00816374,391548487.54136896
10,Total Presort Letters and Cards,First Class,2013,41144190841.0,14904409872.0,4800006058.0,4790586517.0,9419541.0,0.36224822,0.11666303,0.24558519,3.10508147,2134802815.0,0.05188589,10104403814.04161
14,Flats,First Class,2013,1894431962.0,2513392697.0,1685662265.0,1683840092.0,1822173.0,1.32672629,0.88979826,0.43692803,1.49104168,386489748.0,0.20401353,827730432.3388659
19,Parcels,First Class,2013,247186732.0,578737212.0,583502869.0,583468751.0,34118.0,2.34129562,2.3605752,-0.01927958,0.99183268,77204462.0,0.31233255,-4765657.05994701
127,First Class NSAs Domestic,First Class,2013,213528996.0,77482321.0,22835851.0,22835851.0,,0.36286557,0.10694496,0.25592061,3.3930122,0.0,0.0,54646470.0
101,Outbound Single Piece Mail International,First Class,2013,231474951.0,457641235.0,321531666.0,321047664.0,484002.0,1.97706591,1.38905599,0.58800993,1.42331622,30375576.659342,0.13122619,136109568.96111
102,Inbound Single Piece Mail International,First Class,2013,225756733.0,149500375.0,227964460.0,227492414.0,472046.0,0.6622189,1.00977923,-0.34756033,0.65580563,64077668.8,0.28383503,-78464084.877484
262,Total First Class (incl International),Summary Other,2013,66454498002.0,29294263943.0,13838177548.0,13796163398.0,42014149.0,0.44081687,0.20823538,0.23258149,2.11691632,3365335372.459342,0.0506412,15456086395.882774
21,High Density and Saturation Letters,Marketing Mail,2013,5711634513.0,805189444.0,341410956.0,339718521.0,1692435.0,0.14097356,0.05977465,0.08119891,2.35841712,252744038.0,0.04425074,463778487.507712
22,High Density and Saturation Flats and Parcels,Marketing Mail,2013,11337794242.0,1929849516.0,842701138.0,839341594.0,3359544.0,0.17021384,0.07432673,0.09588711,2.29007584,2050963085.0,0.18089613,1087148378.1037521
23,Carrier Route,Marketing Mail,2013,9507627108.0,2372735289.0,1778661312.0,1775844072.0,2817240.0,0.24956125,0.18707731,0.06248394,1.33400062,2026805573.0,0.21317681,594073977.376384
25,Letters,Marketing Mail,2013,46754273578.0,9261274934.0,4902887443.0,4888726396.0,14161048.0,0.19808403,0.10486501,0.09321902,1.888943,2456122706.0,0.05253258,4358387490.691857
26,Flats,Marketing Mail,2013,5568019413.0,2134129107.0,2514245821.0,2512595941.0,1649880.0,0.38328335,0.4515512,-0.06826785,0.84881482,1398221753.0,0.25111654,-380116714.16999817
27,Parcels,Marketing Mail,2013,71966232.0,70314632.0,109644697.0,109629830.0,14867.0,0.97705035,1.52355756,-0.54650721,0.64129533,22956141.0,0.3189849,-39330064.73193
139,Marketing Mail NSA Domestic,Marketing Mail,2013,1036465402.0,217043939.0,93118798.0,93118798.0,,0.2094078,0.08984265,0.11956515,2.3308284,0.0,0.0,123925141.0
24,Every Door Direct Mail Retail,Marketing Mail,2013,974774141.0,138417928.0,38458075.0,38256706.0,201369.0,0.142,0.03945332,0.10254668,3.59919022,123640020.0,0.12683966,99959852.872955
263,Total Marketing Mail (incl International),Summary Other,2013,80962554629.0,16985204553.0,10621128240.0,10597231858.0,23896382.0,0.20979087,0.13118569,0.07860518,1.59919023,8331453316.000001,0.10290502,6364076312.650735
31,In County,Periodicals,2013,603253982.0,65380442.0,86970060.0,86915928.0,54132.0,0.10837963,0.14416823,-0.0357886,0.75175804,176249514.0,0.29216469,-21589618.366375
32,Outside County,Periodicals,2013,5755719484.0,1586133105.0,2092052299.0,2091535818.0,516480.0,0.27557512,0.36347364,-0.08789851,0.75817087,2246057693.0,0.39023057,-505919193.5848661
264,Total Periodicals (incl International),Summary Other,2013,6358973466.0,1658163879.0,2179022359.0,2178451747.0,570612.0,0.26075968,0.34266889,-0.08190921,0.7609669,2422307207.0,0.3809274,-520858479.951242
41,Single Piece Parcel Post,Package Services,2013,28675233.0,317642411.0,330644260.0,330588539.0,55721.0,11.07723906,11.53065644,-0.45341738,0.96067723,196144681.0,6.84021228,-13001849.06378198
45,Alaska Bypass,Package Services,2013,879067.0,21481384.0,10303520.0,10303520.0,,24.43657196,11.72097253,12.71559942,2.08485873,59362783.0,67.52930436,11177863.838792
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2013,828934.0,16520256.0,10756146.0,10756146.0,,19.92951895,12.97587734,6.95364161,1.5358899,13993764.38,16.8816388,5764109.950443
42,Bound Printed Matter Flats,Package Services,2013,229611081.0,184768142.0,130417997.0,129971824.0,446173.0,0.80470046,0.56799522,0.23670524,1.41673808,350762135.0,1.52763592,54350145.380135
43,Bound Printed Matter Parcels,Package Services,2013,216386455.0,274587548.0,263130091.0,262709616.0,420475.0,1.26896828,1.21601923,0.05294905,1.04354294,568755952.0,2.62842677,11457457.221057
44,Media and Library Mail,Package Services,2013,94523857.0,316437448.0,372401924.0,372218249.0,183676.0,3.34769928,3.93976649,-0.59206721,0.84972023,229399165.0,2.42689171,-55964476.08877802
265,Total Package Services (incl International),Summary Other,2013,570904627.0,1134330933.0,1117653938.0,1116547894.0,1106044.0,1.98690093,1.9576894,0.02921153,1.01492143,1418418480.38,2.4845104,16676995.23786688
136,International Negotiated Service Agreements,Other,2013,162218634.0,133154006.0,148011475.0,147672536.0,338939.0,0.82083052,0.91241969,-0.09158916,0.89961948,37522925.335201,0.23131082,-14857468.821254
85,US Postal Service Mail,Other,2013,630936792.0,,,,,,,,,150147266.0,0.23797513,
86,Free Mail,Other,2013,54577309.0,,38462435.0,38462435.0,,,0.70473308,,,23037844.0,0.42211396,
51,Certified Mail,Special Services,2013,233944694.0,714989489.0,535194078.0,534918170.0,275908.0,3.05623298,2.28769488,0.7685381,1.33594432,,,179795410.604645
52,COD,Special Services,2013,486412.0,4431648.0,3700909.0,3700335.0,574.0,9.11089365,7.60858942,1.50230422,1.19744845,,,730738.802448
54,Insurance,Special Services,2013,28079600.0,108436587.0,75780380.0,75747264.0,33116.0,3.86175683,2.69876992,1.16298691,1.43093222,,,32656207.1311
55,Registered Mail,Special Services,2013,2238483.0,35464857.0,27982154.0,27979514.0,2640.0,15.84325501,12.50049885,3.34275616,1.26740982,,,7482702.828284
58,Other Domestic Ancillary Services,Special Services,2013,2545871816.0,514790310.0,242626345.0,239623812.0,3002533.0,0.2022059,0.09530187,0.10690403,2.12174119,,,272163964.981195
109,Total International Ancillary Services,Special Services,2013,23942720.0,36082644.0,18374567.0,18374567.0,,1.5070403,0.7674386,0.73960171,1.96372753,,,17708076.550937
73,Money Orders,Special Services,2013,102506936.0,156128020.0,103265927.0,101088708.0,2177219.0,1.52309713,1.00740429,0.51569284,1.51190257,,,52862092.949036
266,Total Special Services (incl International),Summary Other,2013,2937070661.0,,,,,,,,,,,
131,Priority Mail Express,Competitive,2013,39116172.0,794089592.0,419666810.0,404271412.0,15395398.0,20.30080019,10.72872904,9.57207115,1.8921906,38233143.0,0.97742548,374422781.69162
141,First Class Package Service,Competitive,2013,544333961.0,1191738939.0,1001675488.0,1000617757.0,1057731.0,2.18935254,1.84018555,0.34916699,1.18974553,185475775.0,0.34073894,190063450.93368495
132,Priority Mail,Competitive,2013,871365662.0,6374319878.0,4861058192.0,4798459038.0,62599154.0,7.3153214,5.57866623,1.73665517,1.31130294,1815870114.0,2.08393582,1513261685.5636377
255,Total Ground,Competitive,2013,1370835509.0,2469350800.0,1984613020.0,1984564066.0,48954.0,1.80134727,1.44773972,0.35360755,1.24424801,2411601470.0,1.75922016,484737779.5233779
256,Competitive International Mail,Competitive,2013,282130596.0,2222880976.0,1271027506.0,1261980554.0,9046952.0,7.87890787,4.50510339,3.37380448,1.74888503,319416852.590309,1.13215956,951853469.6271379
3,Single Piece Letters,First Class,2014,20599373684.0,10128810167.0,5710345075.0,5682232932.0,28112143.0,0.49170476,0.27720965,0.21449512,1.77376499,631655739.0,0.03066383,4418465092.149454
4,Single Piece Cards,First Class,2014,924941354.0,319122563.0,266490919.0,265228644.0,1262275.0,0.34501924,0.28811656,0.05690268,1.19749883,5910896.0,0.00639056,52631644.34945601
5,Total Single Piece Letters and Cards,First Class,2014,21524315038.0,10447932730.0,5976835994.0,5947461576.0,29374418.0,0.4854014,0.27767834,0.20772307,1.74807084,637566635.0,0.02962076,4471096736.49891
8,Presort Letters,First Class,2014,37995002961.0,14630289951.0,4560033697.0,4553467281.0,6566416.0,0.38505827,0.12001667,0.2650416,3.20837321,2143083168.0,0.05640434,10070256253.696922
9,Presort Cards,First Class,2014,2198318071.0,558756688.0,184189493.0,183810600.0,378893.0,0.25417463,0.08378655,0.17038808,3.03359697,17946389.0,0.00816369,374567195.029028
10,Total Presort Letters and Cards,First Class,2014,40193321032.0,15189046639.0,4744223190.0,4737277881.0,6945309.0,0.37789977,0.11803511,0.25986465,3.20158771,2161029557.0,0.05376589,10444823448.72595
14,Flats,First Class,2014,1782673495.0,2491587140.0,1566096880.0,1564377881.0,1719000.0,1.39766881,0.87851022,0.51915859,1.59095339,366375725.0,0.20552037,925490259.502353
19,Parcels,First Class,2014,233115343.0,590870737.0,542758946.0,542738267.0,20679.0,2.53467116,2.32828495,0.20638621,1.08864302,71315962.0,0.30592565,48111791.28203297
127,First Class NSAs Domestic,First Class,2014,103014231.0,39074270.0,12638178.0,12638178.0,,0.37930944,0.12268381,0.25662563,3.09176449,0.0,0.0,26436092.0
101,Outbound Single Piece Mail International,First Class,2014,215536038.0,307870658.0,188415124.0,188009126.0,405999.0,1.42839528,0.87416994,0.55422534,1.63400183,13239451.371235,0.0614257,119455533.823149
102,Inbound Single Piece Mail International,First Class,2014,242237939.0,174508112.0,249311486.0,248855190.0,456296.0,0.72039959,1.02920082,-0.30880123,0.69996018,70665730.144444,0.29172032,-74803374.045082
262,Total First Class (incl International),Summary Other,2014,64294213116.0,29408144874.0,13280279798.0,13241358097.0,38921701.0,0.45739956,0.20655482,0.25084474,2.21442208,3320193060.51568,0.05164062,16127865075.787315
21,High Density and Saturation Letters,Marketing Mail,2014,5970133065.0,879736988.0,369705850.0,368931080.0,774770.0,0.14735635,0.0619259,0.08543045,2.37955928,248105202.0,0.04155773,510031137.675418
22,High Density and Saturation Flats and Parcels,Marketing Mail,2014,11278633131.0,2005555660.0,881091238.0,879625860.0,1465378.0,0.17781904,0.07812039,0.09969864,2.27621791,2040307539.0,0.18090025,1124464421.7267141
23,Carrier Route,Marketing Mail,2014,8980116183.0,2364039795.0,1685677065.0,1684505770.0,1171295.0,0.2632527,0.18771217,0.07554053,1.40242745,1961126385.0,0.21838541,678362729.74577
25,Letters,Marketing Mail,2014,47571876132.0,9817517794.0,4895394972.0,4889156498.0,6238474.0,0.20637231,0.10290523,0.10346707,2.00545979,2446219417.0,0.05142155,4922122822.115466
26,Flats,Marketing Mail,2014,5054394637.0,2037354494.0,2497007981.0,2496351043.0,656938.0,0.40308576,0.49402711,-0.09094135,0.81591829,1292884601.0,0.25579415,-459653487.0033922
27,Parcels,Marketing Mail,2014,65845949.0,67966582.0,102539182.0,102536145.0,3037.0,1.03220598,1.55725878,-0.5250528,0.66283523,23062029.0,0.35024218,-34572600.074837
139,Marketing Mail NSA Domestic,Marketing Mail,2014,566250828.0,118414055.0,63297687.0,63297687.0,,0.20911944,0.11178383,0.09733561,1.87074854,0.0,0.0,55116368.13664
24,Every Door Direct Mail Retail,Marketing Mail,2014,890148175.0,148999953.0,39302068.0,39261008.0,41060.0,0.16738781,0.04415228,0.12323553,3.79114793,112906092.0,0.12683966,109697885.166633
263,Total Marketing Mail (incl International),Summary Other,2014,80377398100.0,17496670696.0,10534016044.0,10523665091.0,10350953.0,0.21768148,0.13105694,0.08662453,1.66096868,8124611265.0,0.10108079,6962654652.488407
31,In County,Periodicals,2014,586130341.0,66606500.0,85689360.0,85640333.0,49028.0,0.11363769,0.14619506,-0.03255737,0.77730187,171805358.0,0.29311801,-19082860.474243
32,Outside County,Periodicals,2014,5458584188.0,1552222569.0,2048482977.0,2048026384.0,456593.0,0.28436359,0.37527734,-0.09091376,0.75774248,2103171584.0,0.38529617,-496260407.9092021
264,Total Periodicals (incl International),Summary Other,2014,6044714529.0,1625340235.0,2134172337.0,2133666717.0,505620.0,0.26888619,0.35306421,-0.08417802,0.76157872,2274976942.0,0.37635804,-508832102.383445
45,Alaska Bypass,Package Services,2014,1289894.0,33106814.0,16379641.0,16379641.0,,25.66630591,12.69843922,12.9678667,2.02121737,87001507.0,67.44857097,16727173.446808
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2014,905725.0,18075624.0,12860419.0,12860419.0,,19.95707708,14.19903332,5.75804376,1.40552365,14128420.17,15.59901755,5215204.185386
42,Bound Printed Matter Flats,Package Services,2014,249745014.0,201907028.0,134279322.0,133953536.0,325787.0,0.80845269,0.53766568,0.27078701,1.50363455,392470549.0,1.57148502,67627705.51205501
43,Bound Printed Matter Parcels,Package Services,2014,211976699.0,272314097.0,251150845.0,250874326.0,276519.0,1.28464165,1.18480402,0.09983763,1.0842651,523593756.0,2.47005335,21163252.13073301
44,Media and Library Mail,Package Services,2014,86304499.0,307788493.0,328095460.0,327982878.0,112582.0,3.56630879,3.8016032,-0.23529442,0.93810653,210208731.0,2.43566365,-20306966.81369501
265,Total Package Services (incl International),Summary Other,2014,550221831.0,835864105.0,742765687.0,742050800.0,714888.0,1.5191402,1.3499386,0.16920161,1.12534022,1227402963.17,2.23074203,93098417.46128798
136,International Negotiated Service Agreements,Other,2014,158534755.0,164245432.0,143060955.0,142710800.0,350156.0,1.03602161,0.90239491,0.1336267,1.14808007,48448057.665987,0.30559897,21184476.57511899
85,US Postal Service Mail,Other,2014,454257974.0,,,,,,,,,113679215.0,0.25025255,
86,Free Mail,Other,2014,47386127.0,,39504377.0,39504377.0,,,0.83366967,,,21481626.0,0.45333154,
51,Certified Mail,Special Services,2014,212518553.0,687317197.0,542238347.0,542229844.0,8503.0,3.2341515,2.5514871,0.6826644,1.2675555,,,145078850.25793397
52,COD,Special Services,2014,363771.0,3597863.0,2673242.0,2673227.0,15.0,9.89046131,7.348695,2.5417663,1.34587996,,,924620.869497
54,Insurance,Special Services,2014,19632879.0,91612631.0,63451492.0,63450707.0,785.0,4.66628613,3.23189952,1.43438661,1.44382154,,,28161138.817613
55,Registered Mail,Special Services,2014,2185660.0,34933311.0,28625099.0,28625012.0,87.0,15.98295755,13.09677559,2.88618196,1.22037348,,,6308212.470754
58,Other Domestic Ancillary Services,Special Services,2014,3114870915.0,525229762.0,259634880.0,259510257.0,124623.0,0.16862007,0.08335334,0.08526674,2.02295532,,,265594881.890213
109,Total International Ancillary Services,Special Services,2014,26720721.0,41099345.0,12773877.0,12773877.0,,1.53810764,0.47805135,1.06005628,3.21745275,,,28325468.222503
73,Money Orders,Special Services,2014,96962545.0,165260986.0,99651163.0,97275910.0,2375253.0,1.70437962,1.02772842,0.6766512,1.65839495,,,65609822.815119
266,Total Special Services (incl International),Summary Other,2014,3473255044.0,2060093636.0,1331240903.0,1324522245.0,6870500.0,0.59313054,0.38328337,0.20984717,1.54749875,,,728852732.9199221
131,Priority Mail Express,Competitive,2014,36230538.0,759843414.0,365505465.0,360666165.0,4839300.0,20.97245738,10.08832563,10.88413175,2.07888387,37073345.0,1.02326234,394337948.895926
141,First Class Package Service,Competitive,2014,634615250.0,1461841635.0,1154758494.0,1153930653.0,827841.0,2.30350852,1.81961983,0.48388869,1.26592845,219823762.0,0.34638903,307083141.2284291
132,Priority Mail,Competitive,2014,920083158.0,6883897939.0,5234390061.0,5131947908.0,102442153.0,7.48182148,5.68904019,1.7927813,1.31512896,1989049145.0,2.16181454,1649507878.3694448
255,Total Ground,Competitive,2014,1575595774.0,3160337051.0,2472028588.0,2471981596.0,46992.0,2.00580447,1.56894848,0.436856,1.27843871,2987926661.0,1.89637895,688308462.9001021
